hash,author,date,message,year_month,year
a5f30b15,David Lord,2023-03-08 19:04:53+00:00,Merge pull request #5020 from gultas/patch-1,2023-03,2023
0bc6be60,martinamca,2023-03-08 18:28:33+00:00,Update installation.rst,2023-03,2023
2f67e0fe,David Lord,2023-03-01 17:04:40+00:00,Merge pull request #5005 from pallets/dependabot/github_actions/slsa-framework/slsa-github-generator-1.5.0,2023-03,2023
bc3ec352,David Lord,2023-03-01 17:02:06+00:00,Merge pull request #5006 from pallets/dependabot/github_actions/actions/cache-3.2.6,2023-03,2023
b8eb8394,dependabot[bot],2023-03-01 16:57:34+00:00,Bump actions/cache from 3.2.4 to 3.2.6,2023-03,2023
3cdcc729,dependabot[bot],2023-03-01 16:57:31+00:00,Bump slsa-framework/slsa-github-generator from 1.4.0 to 1.5.0,2023-03,2023
5cdfeae2,David Lord,2023-02-23 23:58:29+00:00,Merge branch '2.2.x',2023-02,2023
736b5f9f,David Lord,2023-02-23 23:58:21+00:00,update dependencies,2023-02,2023
2ad4d8d7,David Lord,2023-02-23 19:13:18+00:00,Merge pull request #4992 from AntoineMath/file_mode,2023-02,2023
b10b6d4a,AntoineMath,2023-02-22 13:40:49+00:00,add text parameter to config.from_file,2023-02,2023
4c288bc9,David Lord,2023-02-23 18:59:28+00:00,Merge pull request #4998 from pallets/deprecate-locked_cached_property,2023-02,2023
4256fc63,David Lord,2023-02-23 18:05:57+00:00,deprecate locked_cached_property,2023-02,2023
c690f529,David Lord,2023-02-23 17:34:17+00:00,Merge pull request #4997 from pallets/deprecate-got_first_request,2023-02,2023
fc03d0df,David Lord,2023-02-23 17:29:36+00:00,setup method on registered blueprint is error,2023-02,2023
2a33c178,David Lord,2023-02-23 17:28:42+00:00,deprecate got_first_request property,2023-02,2023
704b6894,David Lord,2023-02-23 16:59:37+00:00,Merge pull request #4996 from pallets/deprecate-markupsafe-export,2023-02,2023
9c02f07f,David Lord,2023-02-23 16:55:01+00:00,deprecate markupsafe exports,2023-02,2023
1ee22e17,David Lord,2023-02-23 16:45:38+00:00,Merge pull request #4995 from pallets/remove-deprecated,2023-02,2023
6650764e,David Lord,2023-02-23 16:35:16+00:00,remove previously deprecated code,2023-02,2023
604de4b1,David Lord,2023-02-16 14:27:41+00:00,Merge branch '2.2.x',2023-02,2023
c4c7f504,David Lord,2023-02-16 14:27:25+00:00,update dependencies,2023-02,2023
ed5b2404,David Lord,2023-02-15 22:48:09+00:00,Merge branch '2.2.x',2023-02,2023
6a392afb,David Lord,2023-02-15 22:44:24+00:00,Merge pull request #4980 from pallets/release-2.2.3,2023-02,2023
41d4f629,David Lord,2023-02-15 22:20:33+00:00,release version 2.2.3,2023-02,2023
24df8fc8,David Lord,2023-02-15 22:24:56+00:00,show 'run --debug' in docs,2023-02,2023
aa040c08,David Lord,2023-02-10 23:07:24+00:00,run latest black format,2023-02,2023
a18ae3d7,David Lord,2023-02-10 23:06:38+00:00,Merge branch '2.2.x',2023-02,2023
b945f988,David Lord,2023-02-10 22:54:49+00:00,Merge pull request #4973 from pallets/docs-lifetime,2023-02,2023
a6cd8f21,David Lord,2023-02-10 22:48:02+00:00,document the lifecycle of a flask application and request,2023-02,2023
f425c117,David Lord,2023-02-10 18:53:02+00:00,Merge pull request #4972 from pallets/docs-push-reqctx,2023-02,2023
ba2b3094,David Lord,2023-02-10 18:50:48+00:00,fix test client arg for query string example,2023-02,2023
129568f7,David Lord,2023-02-10 18:42:47+00:00,Merge pull request #4971 from pallets/docs-blueprint-app-methods,2023-02,2023
ab93222b,David Lord,2023-02-10 17:58:48+00:00,point to app-scoped blueprint methods,2023-02,2023
d5527264,David Lord,2023-02-10 17:35:31+00:00,Merge pull request #4968 from pallets/docs-celery,2023-02,2023
3f195248,David Lord,2023-02-09 18:50:57+00:00,add celery example,2023-02,2023
dca8cf01,David Lord,2023-02-09 01:30:53+00:00,rewrite celery background tasks docs,2023-02,2023
761e02ef,David Lord,2023-02-09 02:44:10+00:00,Merge pull request #4966 from ivanovmg/fix/cmd-format,2023-02,2023
428d9430,Maxim G. Ivanov,2023-02-09 02:38:57+00:00,Fix command-line formatting,2023-02,2023
4ddb3f73,David Lord,2023-02-07 15:18:54+00:00,Merge branch '2.2.x',2023-02,2023
dd2423eb,David Lord,2023-02-07 15:11:50+00:00,Merge pull request #4963 from pallets/pre-commit-ci-update-config,2023-02,2023
a15da89d,pre-commit-ci[bot],2023-02-07 04:43:02+00:00,[pre-commit.ci] auto fixes from pre-commit.com hooks,2023-02,2023
c1d01f69,pre-commit-ci[bot],2023-02-07 04:42:52+00:00,[pre-commit.ci] pre-commit autoupdate,2023-02,2023
3502cc95,David Lord,2023-02-02 17:01:21+00:00,Merge pull request #4952 from muffinmad/patch-1,2023-02,2023
f45bc599,David Lord,2023-02-02 17:01:03+00:00,Merge pull request #4960 from owgreen/fix_appfactories_doc,2023-02,2023
9abe2813,owgreen,2023-02-02 15:43:02+00:00,fix doc,2023-02,2023
88069bd4,David Lord,2023-02-01 16:55:09+00:00,Merge pull request #4959 from pallets/dependabot/github_actions/actions/cache-3.2.4,2023-02,2023
f8228910,David Lord,2023-02-01 16:54:52+00:00,Merge pull request #4958 from pallets/dependabot/github_actions/actions/setup-python-4.5.0,2023-02,2023
74c25687,dependabot[bot],2023-02-01 16:01:30+00:00,Bump actions/cache from 3.2.3 to 3.2.4,2023-02,2023
94a23a3e,dependabot[bot],2023-02-01 16:01:23+00:00,Bump actions/setup-python from 4.4.0 to 4.5.0,2023-02,2023
d93760d8,Andrii Kolomoiets,2023-01-23 15:01:49+00:00,Fix function argument name,2023-01,2023
ef85270d,David Lord,2023-01-20 21:50:23+00:00,Merge branch '2.2.x',2023-01,2023
39fc0c6b,David Lord,2023-01-20 21:49:30+00:00,Merge pull request #4949 from pallets/publish-workflow,2023-01,2023
0b4b6114,David Lord,2023-01-20 21:45:15+00:00,"build, provenance, publish workflow",2023-01,2023
99b34f71,David Lord,2023-01-18 18:31:08+00:00,move and update flake8 config,2023-01,2023
3a35977d,David Lord,2023-01-19 14:35:15+00:00,stop ignoring flake8 e402,2023-01,2023
78b42b9a,David Lord,2023-01-18 18:38:38+00:00,Merge pull request #4947 from pallets/pyproject,2023-01,2023
261e4a6c,David Lord,2023-01-18 18:31:08+00:00,fix flake8 bugbear errors,2023-01,2023
8f13f5b6,David Lord,2023-01-18 18:21:37+00:00,update docs and examples for pyproject,2023-01,2023
6d6d986f,David Lord,2023-01-18 17:50:41+00:00,switch to pyproject.toml,2023-01,2023
9da947a2,David Lord,2023-01-09 20:45:16+00:00,set workflow permissions,2023-01,2023
3812a52e,David Lord,2023-01-09 20:39:48+00:00,Merge branch '2.2.x',2023-01,2023
8bfc0581,David Lord,2023-01-09 19:11:02+00:00,Merge pull request #4942 from bhushan-mohanraj/patch-2,2023-01,2023
a7487701,Bhushan Mohanraj,2023-01-07 03:14:03+00:00,clarify `View.as_view` docstring,2023-01,2023
4a0f6588,David Lord,2023-01-09 18:42:14+00:00,Merge pull request #4943 from pallets/update-python,2023-01,2023
2a9d16d0,David Lord,2023-01-09 18:37:04+00:00,update tested python versions,2023-01,2023
836866dc,David Lord,2023-01-04 21:06:35+00:00,Merge pull request #4935 from pgjones/subdomain,2023-01,2023
cabda593,pgjones,2023-01-04 16:45:20+00:00,Ensure that blueprint subdomains suffix-chain,2023-01,2023
d7b6c1f6,Josh Michael Karamuth,2022-10-31 08:49:16+00:00,Fix subdomain inheritance for nested blueprints.,2022-10,2022
fa1ee706,David Lord,2023-01-03 15:24:17+00:00,Merge pull request #4933 from pallets/dependabot/github_actions/dessant/lock-threads-4,2023-01,2023
bb1f83c2,dependabot[bot],2023-01-01 16:01:00+00:00,Bump dessant/lock-threads from 3 to 4,2023-01,2023
74e5263c,David Lord,2022-12-29 17:52:18+00:00,new run debug docs,2022-12,2022
eeebb5ad,David Lord,2022-12-29 17:51:58+00:00,Merge branch '2.2.x',2022-12,2022
4d69165a,David Lord,2022-12-29 17:51:34+00:00,revert run debug docs,2022-12,2022
910179f9,David Lord,2022-12-24 22:31:07+00:00,Merge branch '2.2.x',2022-12,2022
229dcbb5,David Lord,2022-12-24 22:28:21+00:00,Merge pull request #4779 from greyli/add-debug-to-run,2022-12,2022
bd26928f,Grey Li,2022-08-23 04:44:50+00:00,Prefer flask run --debug in docs,2022-08,2022
4bc0e494,Grey Li,2022-08-21 09:36:30+00:00,Add --debug option to flask run,2022-08,2022
79032ca5,Jonah Lawrence,2022-10-30 14:55:51+00:00,Add .svg to select_jinja_autoescape (#4840),2022-10,2022
7464e17c,David Lord,2022-12-24 18:21:59+00:00,Merge branch '2.2.x',2022-12,2022
631b6dd5,David Lord,2022-12-24 18:20:56+00:00,Merge pull request #4921 from ivanovmg/fix/template_folder,2022-12,2022
09112cfc,Maxim G. Ivanov,2022-12-22 17:19:18+00:00,template_folder type allows pathlib,2022-12,2022
d9e56c7f,David Lord,2022-12-24 18:07:46+00:00,Merge pull request #4920 from ivanovmg/fix/link,2022-12,2022
677a0468,Maxim G. Ivanov,2022-12-22 16:23:23+00:00,"Fix URL ""committing as you go""",2022-12,2022
d8fe178a,David Lord,2022-12-24 17:57:53+00:00,Merge pull request #4920 from ivanovmg/fix/link,2022-12,2022
6fcf6d00,Maxim G. Ivanov,2022-12-22 16:23:23+00:00,"Fix URL ""committing as you go""",2022-12,2022
55cdb420,David Lord,2022-12-24 17:36:40+00:00,Merge pull request #4926 from pallets/docs-inheritance,2022-12,2022
1a68768e,Asif Saif Uddin,2022-12-01 12:57:08+00:00,python 2 style inheritance clean up from docs,2022-12,2022
1373f70d,David Lord,2022-12-24 17:25:43+00:00,Merge pull request #4922 from pallets/update-requirements,2022-12,2022
8e3128b9,David Lord,2022-12-22 17:30:31+00:00,ignore flake8 b905 zip(strict=True) until python 3.10,2022-12,2022
43bc7330,David Lord,2022-12-22 17:23:48+00:00,update requirements,2022-12,2022
d36a379a,Grey Li,2022-12-22 13:48:45+00:00,Merge pull request #4913 from ivanovmg/fix/var-name,2022-12,2022
43ef559d,Maxim G. Ivanov,2022-12-21 03:41:11+00:00,Fix varname in docs,2022-12,2022
dcdcac2f,David Lord,2022-12-14 00:36:49+00:00,Merge pull request #4907 from rayanth/patch-1,2022-12,2022
95b66687,rayanth,2022-12-13 21:27:38+00:00,Update api.rst,2022-12,2022
3d4acf0c,Grey Li,2022-12-10 05:42:03+00:00,Merge pull request #4899 from pallets/pre-commit-ci-update-config,2022-12,2022
3e932aa1,pre-commit-ci[bot],2022-12-06 00:34:53+00:00,[pre-commit.ci] pre-commit autoupdate,2022-12,2022
b5ec83b6,David Lord,2022-11-27 14:51:08+00:00,Merge pull request #4882 from Abdur-rahmaanJ/patch-4,2022-11,2022
29697fff,David Lord,2022-11-27 14:50:46+00:00,Merge pull request #4883 from Dosenpfand/doc-extension-dev-2.2.x,2022-11,2022
9a294a64,Dosenpfand,2022-11-27 11:53:08+00:00,Fix class-based views example,2022-11,2022
d951a763,Abdur-Rahmaan Janhangeer,2022-11-27 09:51:09+00:00,Fix backstick not rendering.,2022-11,2022
066a35dd,David Lord,2022-11-25 15:51:37+00:00,Merge branch '2.2.x',2022-11,2022
618fdc86,David Lord,2022-11-25 15:43:46+00:00,Merge pull request #4879 from pallets/requirements,2022-11,2022
d178653b,David Lord,2022-11-25 15:39:54+00:00,update requirements,2022-11,2022
9f99425a,pre-commit-ci[bot],2022-11-08 04:38:32+00:00,[pre-commit.ci] pre-commit autoupdate (#4862),2022-11,2022
35c65952,Grey Li,2022-11-01 01:41:21+00:00,Merge pull request #4858 from pallets/pre-commit-ci-update-config,2022-11,2022
9daddd12,pre-commit-ci[bot],2022-11-01 00:06:23+00:00,[pre-commit.ci] pre-commit autoupdate,2022-11,2022
2a54cfa5,Grey Li,2022-10-30 15:00:37+00:00,Merge pull request #4847 from mhsmathew/patch-1,2022-10,2022
cc66213e,Jonah Lawrence,2022-10-30 14:55:51+00:00,Add .svg to select_jinja_autoescape (#4840),2022-10,2022
5dfd2126,Mat Steininger,2022-10-15 22:34:37+00:00,Fixed inconsistent double spacing in docs/api.rst,2022-10,2022
e7c82f9c,David Lord,2022-10-19 14:16:04+00:00,Merge pull request #4833 from pallets/pre-commit-ci-update-config,2022-10,2022
3dc6db9d,David Lord,2022-10-05 03:09:06+00:00,Merge pull request #4835 from TehBrian/2.2.x,2022-10,2022
75e92090,TehBrian,2022-10-05 01:12:13+00:00,fix typo in quickstart,2022-10,2022
c7da6d74,pre-commit-ci[bot],2022-10-03 23:30:28+00:00,[pre-commit.ci] pre-commit autoupdate,2022-10,2022
0d8c8ba7,Yang Yang,2022-09-18 11:53:47+00:00,Fix docstring of test_request_context (#4821),2022-09,2022
9c3deeee,Maksim Salau,2022-09-14 13:08:38+00:00,Fix argument in `register_api()` in docs/view.rst (#4818),2022-09,2022
2c787712,waffle-stomper,2022-09-14 13:07:20+00:00,Fix missing assignment in MethodView example (#4815),2022-09,2022
c34c84b6,David Lord,2022-09-11 13:33:56+00:00,Merge branch '2.2.x',2022-09,2022
7c01fbcd,David Lord,2022-09-11 13:33:44+00:00,update requirements,2022-09,2022
8811ae03,pre-commit-ci[bot],2022-09-07 19:07:20+00:00,[pre-commit.ci] pre-commit autoupdate (#4806),2022-09,2022
00be8d24,David Lord,2022-09-02 15:53:04+00:00,Merge branch '2.2.x',2022-09,2022
e7b2ce9a,Isaac Woodruff,2022-09-02 15:52:13+00:00,Add missing .dev to version (#4801),2022-09,2022
73b9bacb,David Lord,2022-08-27 13:04:55+00:00,Merge branch '2.2.x',2022-08,2022
ce6ad90e,David Lord,2022-08-27 13:03:46+00:00,remove heroku link,2022-08,2022
00bdc2b4,Kevin Kirsche,2022-08-22 16:05:52+00:00,fix: remove obsolete `zip_safe` (#4783),2022-08,2022
212b72a1,David Lord,2022-08-22 16:00:33+00:00,start version 2.2.3,2022-08,2022
56a95f6f,David Lord,2022-08-21 14:56:09+00:00,Merge pull request #4780 from tjrhines1/config-fix-docstring,2022-08,2022
746455d1,Thomas Rhines,2022-08-14 22:59:19+00:00,Fix misrendered docstring,2022-08,2022
e0c157f7,David Lord,2022-08-17 16:24:58+00:00,Merge pull request #4772 from DillonB07/patch-1,2022-08,2022
86bf3f20,Dillon Barnes,2022-08-17 16:00:25+00:00,Correct `waitress-serve` command,2022-08,2022
2d3f7257,David Lord,2022-08-15 19:37:11+00:00,fix typo,2022-08,2022
d94634b1,David Lord,2022-08-15 14:34:50+00:00,fix view docs,2022-08,2022
1d07857b,David Lord,2022-08-15 14:29:34+00:00,fix typo,2022-08,2022
b0b27785,Grey Li,2022-08-13 02:22:10+00:00,Merge pull request #4760 from oguzhancelikarslan/patch-1,2022-08,2022
77cdefcc,Oğuzhan Çelikarslan,2022-08-12 10:26:26+00:00,Fix typo,2022-08,2022
062a096f,Grey Li,2022-08-09 14:08:08+00:00,Merge pull request #4758 from tautv/patch-1,2022-08,2022
5b2e9e94,Grey Li,2022-08-09 14:03:39+00:00,Merge pull request #4757 from prohde/fix-4756,2022-08,2022
22b62968,tautv,2022-08-09 08:45:02+00:00,Update javascript.rst,2022-08,2022
00b07c86,Philipp Rohde,2022-08-09 07:48:02+00:00,fix typo,2022-08,2022
36af821e,David Lord,2022-08-08 23:28:50+00:00,Merge branch '2.2.x',2022-08,2022
a1c478bc,David Lord,2022-08-08 23:24:25+00:00,Merge pull request #4755 from pallets/release-2.2.2,2022-08,2022
43d2fff3,David Lord,2022-08-08 23:21:40+00:00,release version 2.2.2,2022-08,2022
e9af7c23,David Lord,2022-08-08 23:19:32+00:00,Merge pull request #4754 from pallets/werkzeug-version,2022-08,2022
de16718b,David Lord,2022-08-08 23:14:00+00:00,require werkzeug >= 2.2.2,2022-08,2022
c779ac4f,David Lord,2022-08-08 17:28:08+00:00,Merge branch '2.2.x',2022-08,2022
6ab3cb8d,David Lord,2022-08-08 17:27:57+00:00,fix issue number,2022-08,2022
87584e89,David Lord,2022-08-05 18:35:36+00:00,Merge branch '2.2.x',2022-08,2022
e3eaafb5,David Lord,2022-08-05 18:35:15+00:00,Merge pull request #4749 from pallets/shell-env,2022-08,2022
e3df2337,David Lord,2022-08-05 18:29:39+00:00,remove env from shell banner,2022-08,2022
a0458efe,David Lord,2022-08-05 18:28:22+00:00,refactor or remove old docs (#4748),2022-08,2022
795d3e25,David Lord,2022-08-04 14:32:51+00:00,Merge branch '2.2.x',2022-08,2022
45b2c99c,David Lord,2022-08-04 14:27:50+00:00,Merge pull request #4742 from pallets/env-default,2022-08,2022
a6a7a573,David Lord,2022-08-04 14:24:20+00:00,fix default value of app.env,2022-08,2022
4984753d,David Lord,2022-08-04 14:21:17+00:00,start version 2.2.2,2022-08,2022
21aaf0ef,David Lord,2022-08-04 00:09:43+00:00,Merge branch '2.2.x',2022-08,2022
85f79e1a,David Lord,2022-08-03 23:51:22+00:00,Merge pull request #4736 from pallets/release-2.2.1,2022-08,2022
52c54b2c,David Lord,2022-08-03 23:40:28+00:00,release version 2.2.1,2022-08,2022
0d87b223,David Lord,2022-08-03 23:39:35+00:00,update requirements,2022-08,2022
723a3a6f,David Lord,2022-08-03 17:02:18+00:00,Merge pull request #4735 from pallets/json_encoder-warning,2022-08,2022
714ccefe,David Lord,2022-08-03 16:11:37+00:00,show deprecation warning on json_encoder/decoder access,2022-08,2022
9a1b25fc,David Lord,2022-08-03 13:47:31+00:00,start version 2.2.1,2022-08,2022
cb4ee201,David Lord,2022-08-02 00:46:58+00:00,pre-commit updates latest release branch,2022-08,2022
01dec188,David Lord,2022-08-02 00:46:38+00:00,start version 2.3.0,2022-08,2022
b17bb9ed,David Lord,2022-08-02 00:12:09+00:00,Merge pull request #4710 from pallets/release-2.2.0,2022-08,2022
292c7e5c,David Lord,2022-07-26 16:40:02+00:00,release version 2.2.0,2022-07,2022
f3bb9b25,David Lord,2022-08-02 00:07:58+00:00,Merge branch '2.1.x',2022-08,2022
ac1bb976,David Lord,2022-08-02 00:07:27+00:00,Merge pull request #4721 from pallets/pre-commit-ci-update-config,2022-08,2022
cfd5783a,David Lord,2022-08-02 00:04:12+00:00,Merge pull request #4722 from pallets/deprecate-config-attrs,2022-08,2022
bfdd3711,David Lord,2022-08-01 23:53:15+00:00,deprecate config attributes,2022-08,2022
6f9ef112,pre-commit-ci[bot],2022-08-01 23:18:11+00:00,[pre-commit.ci] pre-commit autoupdate,2022-08,2022
98ca00d5,David Lord,2022-08-01 22:19:16+00:00,Merge pull request #4720 from pallets/deprecate-env,2022-08,2022
30427a20,David Lord,2022-08-01 22:11:35+00:00,remove FLASK_ENV from docs,2022-08,2022
ef95998d,David Lord,2022-08-01 22:11:21+00:00,deprecate FLASK_ENV,2022-08,2022
4c08e3a2,David Lord,2022-08-01 18:39:31+00:00,update pycharm instructions,2022-08,2022
3e5ca290,David Lord,2022-08-01 17:56:14+00:00,Merge pull request #4719 from pallets/remove-lazy-option,2022-08,2022
7d53a129,David Lord,2022-08-01 17:52:12+00:00,remove __traceback_hide__,2022-08,2022
633f4210,David Lord,2022-08-01 17:44:31+00:00,Merge pull request #4718 from pallets/remove-lazy-option,2022-08,2022
5d8e3565,David Lord,2022-08-01 16:13:01+00:00,refactor lazy loading,2022-08,2022
095651be,David Lord,2022-07-25 14:35:17+00:00,fix has_app_context and has_request_context,2022-07,2022
02a08512,David Lord,2022-07-25 02:37:30+00:00,Merge branch '2.1.x',2022-07,2022
363be75e,David Lord,2022-07-25 02:35:44+00:00,remove reference links from changelog,2022-07,2022
2869ddf5,David Lord,2022-07-25 02:35:28+00:00,update blinker intersphinx link,2022-07,2022
add53e19,David Lord,2022-07-25 01:40:52+00:00,require Werkzeug 2.2,2022-07,2022
900e1185,David Lord,2022-07-14 21:17:38+00:00,Merge pull request #4695 from zr40/allow-typeddict-as-responsevalue,2022-07,2022
4bf7415a,Matthijs van der Vleuten,2022-07-14 09:22:22+00:00,allow TypedDict as a response value,2022-07,2022
76a6b4f2,David Lord,2022-07-13 21:03:01+00:00,Merge branch '2.1.x',2022-07,2022
4f01c68a,David Lord,2022-07-13 21:02:50+00:00,fix issue link,2022-07,2022
48fe9658,David Lord,2022-07-13 20:58:07+00:00,Merge branch '2.1.x',2022-07,2022
187d7179,David Lord,2022-07-13 20:54:33+00:00,Merge pull request #4694 from pallets/release-2.1.3,2022-07,2022
134aebe6,David Lord,2022-07-13 20:51:42+00:00,release version 2.1.3,2022-07,2022
a7859c69,David Lord,2022-07-13 20:50:05+00:00,Merge pull request #4693 from Yourun-proger/msg_app_ctx,2022-07,2022
58f3536a,Yourun-Proger,2022-07-13 19:48:28+00:00,error for render_template outside app context,2022-07,2022
7096b2c4,David Lord,2022-07-13 20:39:51+00:00,update requirements,2022-07,2022
67310ab4,David Lord,2022-07-13 16:55:00+00:00,Merge pull request #4692 from pallets/json-provider,2022-07,2022
69f9845e,David Lord,2022-07-13 14:41:43+00:00,add json provider interface,2022-07,2022
c356c6da,David Lord,2022-07-11 23:50:10+00:00,Merge pull request #4687 from Jalkhov/patch-1,2022-07,2022
03b41006,Pedro Torcatt,2022-07-11 22:02:00+00:00,Fix docs/CHANGES.rst typo,2022-07,2022
46961562,David Lord,2022-07-10 11:36:55+00:00,Merge pull request #4686 from Jalkhov/main,2022-07,2022
58ecacd2,Pedro Torcatt,2022-07-10 11:22:56+00:00,Change Roll back by Rever,2022-07,2022
5775d1e9,David Lord,2022-07-09 12:44:52+00:00,Merge pull request #4685 from pgjones/name,2022-07,2022
91044c4d,pgjones,2022-07-09 12:41:35+00:00,Change _cv_req -> _cv_request,2022-07,2022
979e0adb,David Lord,2022-07-08 19:02:18+00:00,fix pr link,2022-07,2022
cbebdae6,David Lord,2022-07-08 18:58:44+00:00,Merge pull request #4682 from pallets/refactor-context-stack,2022-07,2022
e0dad454,David Lord,2022-07-08 14:08:54+00:00,update docs about contexts,2022-07,2022
82c2e036,David Lord,2022-07-05 13:33:03+00:00,remove uses of LocalStack,2022-07,2022
d597db67,David Lord,2022-07-05 05:50:51+00:00,contexts no longer use LocalStack,2022-07,2022
0b2f809f,David Lord,2022-06-27 14:57:03+00:00,access names as proxies directly,2022-06,2022
89463cb7,David Lord,2022-07-08 17:58:29+00:00,require Werkzeug 2.2,2022-07,2022
94233fc8,David Lord,2022-07-08 17:28:01+00:00,Merge pull request #4681 from earlruby/patch-1,2022-07,2022
6751f685,Earl C. Ruby III,2022-07-08 17:21:42+00:00,New URL for the Quart project,2022-07,2022
c7578828,David Lord,2022-07-08 13:41:56+00:00,Merge pull request #4680 from pgjones/typing-test,2022-07,2022
2f1d1d62,pgjones,2022-07-08 13:33:20+00:00,Add further typing tests,2022-07,2022
9b44bf28,Phil Jones,2022-07-06 21:05:20+00:00,Improve decorator typing (#4676),2022-07,2022
cafe68e1,David Lord,2022-07-06 12:33:05+00:00,Merge pull request #4675 from tiesjan/2.1.x,2022-07,2022
9dfcb90c,Ties Jan Hefting,2022-07-06 09:38:33+00:00,Document serialization of Decimal in JSONEncoder,2022-07,2022
d7482cd7,David Lord,2022-07-05 00:03:08+00:00,Merge branch '2.1.x',2022-07,2022
e4c4fd57,David Lord,2022-07-04 22:55:54+00:00,Merge pull request #4674 from pallets/pre-commit-ci-update-config,2022-07,2022
e9d0000f,pre-commit-ci[bot],2022-07-04 22:37:19+00:00,[pre-commit.ci] pre-commit autoupdate,2022-07,2022
50df54e4,David Lord,2022-07-04 15:35:36+00:00,explain workflow,2022-07,2022
559a8458,David Lord,2022-07-03 04:48:06+00:00,Merge pull request #4672 from greyli/return-list,2022-07,2022
60b845eb,David Lord,2022-07-03 04:40:20+00:00,update typing tests for json,2022-07,2022
f8cb0b0d,David Lord,2022-07-03 04:32:55+00:00,update docs about json,2022-07,2022
ca2bfbb0,Grey Li,2022-07-02 02:39:18+00:00,Support returning list as JSON,2022-07,2022
1626aff6,David Lord,2022-07-03 04:03:09+00:00,Merge branch '2.1.x',2022-07,2022
ab6a8b03,David Lord,2022-07-03 04:02:00+00:00,relax routes cli match order,2022-07,2022
c99f07d3,David Lord,2022-07-01 21:14:37+00:00,Merge pull request #4667 from pallets/remove-deprecated-code,2022-07,2022
c2810ffd,David Lord,2022-07-01 20:59:44+00:00,remove deprecated send_file argument names,2022-07,2022
9e686d93,David Lord,2022-07-01 20:44:31+00:00,remove deprecated RequestContext.g,2022-07,2022
96d39c87,David Lord,2022-07-01 20:32:50+00:00,Merge remote-tracking branch 'origin/2.1.x',2022-07,2022
6916697a,David Lord,2022-07-01 19:35:24+00:00,Merge pull request #4666 from pallets/debug-context,2022-07,2022
84c72204,David Lord,2022-06-30 04:02:44+00:00,new debug/test preserve context implementation,2022-06,2022
57a95e82,David Lord,2022-07-01 16:45:43+00:00,Merge pull request #4665 from pallets/dependabot/github_actions/actions/setup-python-4,2022-07,2022
25893284,dependabot[bot],2022-07-01 16:05:52+00:00,Bump actions/setup-python from 3 to 4,2022-07,2022
3635583c,David Lord,2022-06-30 04:21:52+00:00,Merge pull request #4662 from pallets/fix-run-skip,2022-06,2022
5544d094,David Lord,2022-06-30 04:11:58+00:00,re-add flag to skip unguarded app.run from CLI,2022-06,2022
12d3f4fd,David Lord,2022-06-28 23:38:09+00:00,Merge pull request #4658 from pallets/docs-extension-dev,2022-06,2022
b46bfcfa,David Lord,2022-06-28 23:28:33+00:00,rewrite extension development docs,2022-06,2022
0a01248b,David Lord,2022-06-28 13:27:24+00:00,Merge pull request #4654 from hankhank10/main,2022-06,2022
64ab5981,hankhank10,2022-06-26 09:14:40+00:00,show separate HTTP method route decorators in quickstart,2022-06,2022
f6be300c,David Lord,2022-06-23 13:00:33+00:00,Merge pull request #4652 from hankhank10/2.1.x,2022-06,2022
abcb6c96,hankhank10,2022-06-23 09:59:43+00:00,Update javascript.rst,2022-06,2022
ab365422,David Lord,2022-06-18 19:24:13+00:00,Merge pull request #4629 from pgjones/generate,2022-06,2022
46433e98,pgjones,2022-06-09 08:21:48+00:00,add generate_template and generate_template_string functions,2022-06,2022
762382e4,pgjones,2022-06-09 08:30:21+00:00,view functions can return generators as responses directly,2022-06,2022
7f2a0f48,David Lord,2022-06-17 19:05:19+00:00,Merge pull request #4645 from kkirsche/patch-2,2022-06,2022
ed42e929,Kevin Kirsche,2022-06-17 14:38:17+00:00,session expiration datetime is UTC timezone-aware,2022-06,2022
cec5f741,David Lord,2022-06-17 18:57:22+00:00,Merge pull request #4647 from pallets/cli-app_context,2022-06,2022
c9e000b9,David Lord,2022-06-17 18:14:22+00:00,with_appcontext lasts for the lifetime of the click context,2022-06,2022
ae547270,David Lord,2022-06-17 16:30:28+00:00,Merge pull request #4646 from pallets/cli-app-env,2022-06,2022
ab1fbef2,David Lord,2022-06-17 16:26:26+00:00,prefer --app over FLASK_APP in docs,2022-06,2022
99fa3c36,David Lord,2022-06-17 14:54:06+00:00,"add --app, --env, --debug, and --env-file CLI options",2022-06,2022
fe4003b3,David Lord,2022-06-15 21:17:45+00:00,Merge pull request #4642 from pallets/cli-nest,2022-06,2022
aa801c43,David Lord,2022-06-15 21:07:00+00:00,FlaskGroup can be nested,2022-06,2022
4f03a769,David Lord,2022-06-15 19:45:22+00:00,edit some cli messages,2022-06,2022
9c50b8fc,David Lord,2022-06-13 13:08:45+00:00,fix formatting,2022-06,2022
97298e06,David Lord,2022-06-12 23:04:01+00:00,Merge branch '2.1.x',2022-06,2022
a9878c01,David Lord,2022-06-12 23:03:51+00:00,remove mod_wsgi-standalone,2022-06,2022
9139af1c,David Lord,2022-06-12 21:10:51+00:00,Merge branch '2.1.x',2022-06,2022
b0a144d0,David Lord,2022-06-12 21:03:55+00:00,Merge pull request #4637 from pallets/docs-deploy,2022-06,2022
2ea77c27,David Lord,2022-06-12 20:45:31+00:00,rewrite deployment docs,2022-06,2022
